39.4052,102.664,8.75802
310.927,483.867,5.50402
297.665,53.2013,2.37723
35.6226,361.228,7.44474
308.213,464.948,0.564114
1.84349,445.866,4.39322
197.142,397.764,9.11465
283.14,46.4333,3.64013
413.596,308.882,6.12618
410.411,481.544,6.18481
84.5674,453.313,2.85959
437.45,6.2468,5.64612
498.441,385.855,9.21319
158.98,441.186,8.06149
487.22,103.37,5.10751
455.688,439.631,0.594572
387.867,488.843,6.62687
383.136,142.56,0.479621
105.984,88.8129,3.94304
489.834,315.618,6.48149
147.666,41.7723,7.74996
123.33,366.25,8.56909
298.345,72.9553,4.17639
96.0835,134.245,1.93779
11.2533,94.3753,3.25886
469.894,474.859,7.7066
280.925,471.434,0.155651
214.637,342.677,2.09321
191.88,408.347,2.39541
24.4544,346.596,7.74611
130.613,428.496,1.90216
365.49,498.894,1.60583
95.181,407.227,2.3704
163.893,499.598,9.28274
128.749,60.5828,6.04405
433.875,386.243,2.137
53.9089,209.572,3.88765
70.2987,446.33,5.78983
420.76,1.19007,2.16969
483.691,44.9,9.46646
3.92112,408.254,5.0807
315.07,122.832,5.04928
30.7093,221.355,7.51443
464.6,443.684,3.691
488.921,207.713,9.20039
395.331,115.032,8.32261
13.4066,431.45,4.02563
424.768,457.702,2.15781
210.995,48.4438,6.59968
160.259,71.6539,1.53923
282.43,463.525,7.07732
54.5225,245.056,2.92637
459.08,21.8566,7.71428
310.26,4.47251,9.59773
6.15954,204.672,3.6391
467.877,419.489,3.83134
