103.958,271.65,7.2941
77.5872,63.5313,7.66173
265.958,61.5331,8.63364
369.759,288.902,1.22832
385.266,154.524,2.28803
187.374,53.2778,5.09263
423.808,53.9825,7.07352
377.793,156.572,1.02018
205.919,18.9234,9.45036
83.298,212.574,5.29516
171.739,395.431,6.1567
300.43,488.712,6.45316
458.531,324.307,6.56746
469.329,499.09,1.14239
459.822,27.8555,6.89426
421.599,23.7491,7.75593
490.972,2.19454,0.452081
314.031,160.324,6.78357
113.594,85.0899,3.51269
84.1519,169.695,7.72643
461.35,496.442,5.88736
406.723,366.278,6.47209
186.227,84.8433,0.266855
445.009,25.6194,1.36025
471.699,185.639,8.39285
244.75,41.4241,7.54943
34.1605,276.255,9.50454
489.137,183.439,9.27766
21.1707,488.346,5.8926
283.561,40.1519,4.25352
135.785,493.71,6.8778
419.887,478.011,1.3787
123.907,251.612,0.230149
333.654,77.9682,7.28653
19.6683,68.193,6.04654
246.697,441.582,6.92762
23.1374,82.7278,4.39102
440.864,59.8146,3.43552
434.412,482.279,4.64606
275.963,16.0252,5.63258
171.002,141.879,9.90976
215.564,481.164,8.45367
494.17,135.346,4.88027
308.52,32.2633,7.28479
492.915,347.324,5.25902
188.339,188.322,3.80679
375.787,479.534,4.79702
449.023,230.638,4.9692
399.381,67.8964,5.36284
8.4091,353.37,1.46381
50.2811,446.454,9.85277
71.4803,247.85,4.84159
42.1248,376.705,4.91575
195.521,75.8165,4.03665
209.097,157.221,2.9298
410.271,249.266,0.328961
328.025,268.748,6.14947
