160.645,380.346,0.575613
273.291,128.693,9.63798
21.0634,411.98,2.39772
318.84,245.373,9.32479
497.093,481.217,1.48092
345.769,92.5066,7.35679
385.659,63.6389,9.7149
392.042,152.884,8.21338
95.2374,261.228,1.67615
340.123,312.184,0.107341
164.014,234.047,9.61608
338.073,157.553,0.840572
164.667,432.469,2.93891
110.065,384.08,7.99934
209.675,197.584,3.39173
162.146,49.1535,6.0103
163.272,467.404,5.0041
96.0388,9.86948,6.20861
222.473,241.508,1.06837
139.018,443.373,1.56104
23.8644,173.065,3.81016
220.792,357.799,8.12756
153.766,373.705,4.77244
83.0001,225.298,2.98915
159.864,411.653,4.04911
373.662,328.971,6.38663
333.202,482.04,8.64592
260.104,344.124,8.54002
283.562,80.3006,0.396155
394.515,232.568,5.54312
299.004,91.4405,3.15439
8.00199,200.677,0.0702902
399.008,94.1905,2.03597
312.588,318.806,2.00647
270.035,37.3084,3.32819
481.703,54.7102,4.16651
388.02,105.29,2.99074
330.074,25.6332,9.29935
324.474,351.513,7.01391
200.047,285.202,6.54444
461.45,167.491,7.41073
179.075,488.005,6.83236
492.376,63.2384,9.86772
65.0606,208.528,2.6755
97.698,388.09,8.19177
220.776,310.912,0.273706
254.156,99.274,5.38658
173.373,242.648,9.6387
435.039,133.484,2.73128
435.117,213.983,4.29973
279.069,80.9075,1.60343
148.646,370.684,0.205704
426.789,379.036,0.418683
153.545,358.07,3.95906
229.114,317.444,1.50342
101.421,87.1549,7.98356
239.582,201.155,4.42572
7.77339,342.428,6.75015
416.521,135.594,0.822256
91.8193,268.511,5.86059
411.769,97.3499,6.16539
177.824,354.085,4.71762
356.302,319.429,3.97056
30.4468,177.374,9.21675
153.772,121.549,9.79351
494.79,375.594,9.51866
50.1149,495.874,0.617877
234.881,349.622,2.61748
406.365,266.462,2.70572
298.723,18.839,2.5068
234.312,407.464,4.10246
211.561,7.88695,3.80772
493.089,224.195,9.24909
130.522,177.525,1.07487
61.4002,410.329,3.20087
84.0744,162.206,4.70231
130.076,225.995,4.61468
69.4445,263.172,5.10336
135.305,0.930656,2.0152
484.99,427.141,5.73428
257.787,267.709,6.53033
431.024,217.78,4.72835
233.389,456.891,7.00868
217.203,75.6888,0.69596
47.4351,147.708,0.169497
295.736,353.99,0.708759
4.0528,486.967,1.64382
135.662,224.473,0.942575
263.434,53.07,3.38848
498.151,32.3988,1.35092
433.678,145.097,0.251882
84.0752,204.465,2.26283
162.49,267.754,8.73285
478.625,65.709,0.458752
425.284,238.029,5.21796
107.971,372.536,2.06159
164.801,256.543,6.63721
346.507,490.058,4.64649
8.50173,256.815,3.90283
189.408,228.221,1.11813
