345.555,423.796,9.27518
103.958,271.65,7.2941
77.5872,63.5313,7.66173
265.958,61.5331,8.63364
369.759,288.902,1.22832
320.698,399.335,6.87856
385.266,154.524,2.28803
202.023,311.284,9.94094
187.374,53.2778,5.09263
423.808,53.9825,7.07352
377.793,156.572,1.02018
205.919,18.9234,9.45036
418.136,192.731,4.16685
154.458,252.759,6.93248
83.298,212.574,5.29516
219.916,337.946,1.11563
144.889,233.439,7.08578
171.739,395.431,6.1567
300.43,488.712,6.45316
33.2733,76.3776,0.390364
458.531,324.307,6.56746
469.329,499.09,1.14239
459.822,27.8555,6.89426
171.12,380.639,8.52598
233.734,392.288,2.91561
421.599,23.7491,7.75593
490.972,2.19454,0.452081
314.031,160.324,6.78357
113.594,85.0899,3.51269
36.2157,309.597,9.7482
84.1519,169.695,7.72643
87.5918,83.959,2.57849
127.933,441.432,5.03579
461.35,496.442,5.88736
111.653,433.554,8.82076
415.659,206.706,8.44064
406.723,366.278,6.47209
114.465,337.62,8.75749
186.227,84.8433,0.266855
104.069,368.2,7.44965
254.885,387.65,4.71046
445.009,25.6194,1.36025
140.579,277.224,2.08303
471.699,185.639,8.39285
353.525,273.304,3.25272
244.75,41.4241,7.54943
130.582,152.833,0.76411
81.9791,80.6613,8.82094
376.142,445.691,0.452946
340.547,288.535,1.01062
234.652,403.438,1.68497
34.1605,276.255,9.50454
489.137,183.439,9.27766
21.1707,488.346,5.8926
283.561,40.1519,4.25352
170.241,222.924,7.0599
135.785,493.71,6.8778
419.887,478.011,1.3787
149.956,391.017,1.14474
123.907,251.612,0.230149
333.654,77.9682,7.28653
123.878,357.598,5.44088
19.6683,68.193,6.04654
119.106,139.582,8.47215
246.697,441.582,6.92762
23.1374,82.7278,4.39102
440.864,59.8146,3.43552
434.412,482.279,4.64606
125.848,336.883,0.180558
275.963,16.0252,5.63258
171.002,141.879,9.90976
215.564,481.164,8.45367
494.17,135.346,4.88027
308.52,32.2633,7.28479
492.915,347.324,5.25902
188.339,188.322,3.80679
375.787,479.534,4.79702
25.7004,52.9858,2.70771
145.821,309.66,5.24755
449.023,230.638,4.9692
399.381,67.8964,5.36284
168.933,154.149,1.00728
102.66,432.724,3.83591
8.4091,353.37,1.46381
50.2811,446.454,9.85277
254.965,325.879,4.57045
108.149,411.717,9.46287
71.4803,247.85,4.84159
121.452,430.318,5.56797
386.322,418.436,4.70437
42.1248,376.705,4.91575
139.789,422.495,6.66517
195.521,75.8165,4.03665
77.8311,243.804,5.51245
70.0364,420.218,0.323428
209.097,157.221,2.9298
410.271,249.266,0.328961
91.9919,452.296,7.1648
328.025,268.748,6.14947
